Location Id,Airbnb_Observations,Median_Price_Gap,Mean_Price_Gap,Maximum_Price_Gap,Minimum_Price_Gap
331900.0,51,68.14285714285714,258.3165266106443,2372.1428571428573,12.142857142857139
330000.0,61,67.0,146.807962529274,720.0,-29.57142857142857
319200.0,75,65.57142857142857,123.74285714285715,786.8571428571429,-14.714285714285708
329200.0,41,62.857142857142854,79.01045296167247,262.85714285714283,16.57142857142857
327800.0,24,62.357142857142854,68.07738095238095,135.57142857142856,-18.14285714285714
323700.0,14,57.28571428571429,73.93877551020408,183.28571428571428,11.0
328500.0,46,52.57142857142857,68.68944099378882,256.1428571428571,-10.714285714285708
325900.0,113,52.0,68.21744627054362,323.8571428571429,-26.714285714285708
331200.0,71,51.0,85.41851106639838,544.1428571428571,-13.0
322000.0,13,49.57142857142857,72.90109890109889,278.1428571428571,-93.42857142857143
323500.0,15,49.28571428571429,48.98095238095239,153.28571428571428,-36.71428571428571
326900.0,85,47.14285714285714,58.759663865546216,260.1428571428571,-47.85714285714286
330100.0,38,46.42857142857143,54.27443609022557,214.0,-2.4285714285714306
317900.0,24,44.92857142857143,77.52380952380953,208.42857142857144,8.285714285714292
316900.0,63,43.14285714285714,80.50566893424036,425.1428571428571,-36.14285714285714
318300.0,172,43.0,73.59883720930233,361.8571428571429,-56.14285714285714
319000.0,12,41.92857142857143,39.202380952380956,60.42857142857143,-3.285714285714292
318700.0,78,41.0,79.52380952380953,346.8571428571429,-35.14285714285714
320100.0,52,40.14285714285714,51.37362637362638,253.14285714285714,-56.71428571428571
317800.0,80,39.42857142857143,50.125,300.2857142857143,-28.714285714285708
326500.0,46,39.14285714285714,83.45031055900621,512.1428571428571,-39.71428571428571
324600.0,12,36.5,58.01190476190476,146.28571428571428,19.285714285714292
328200.0,20,34.85714285714286,46.7,187.85714285714286,-12.142857142857139
319900.0,54,34.85714285714286,47.089947089947096,191.85714285714286,-37.14285714285714
323400.0,54,28.42857142857143,85.92857142857143,409.1428571428571,-26.57142857142857
328300.0,27,20.42857142857143,19.730158730158728,102.71428571428571,-31.285714285714292
319300.0,53,20.285714285714285,43.16442048517519,227.28571428571428,-32.28571428571429
329900.0,65,20.0,49.971428571428575,218.0,-30.0
330600.0,65,18.42857142857143,51.86593406593406,466.1428571428571,-40.85714285714286
319500.0,68,17.285714285714292,50.61134453781513,395.42857142857144,-59.57142857142857
317600.0,13,16.714285714285708,85.5054945054945,253.28571428571428,1.2857142857142918
318600.0,31,16.14285714285714,105.34101382488478,479.1428571428571,-45.42857142857143
319600.0,41,14.714285714285708,15.609756097560975,67.28571428571429,-23.714285714285708
328600.0,6,10.92857142857143,28.35714285714286,91.28571428571429,-35.71428571428571
320600.0,82,6.285714285714292,59.92508710801394,874.2857142857143,-45.85714285714286
328400.0,25,1.2857142857142918,40.97142857142857,303.2857142857143,-31.57142857142857
327500.0,28,-11.142857142857139,35.464285714285715,263.8571428571429,-48.85714285714286
324300.0,39,-12.714285714285708,106.1978021978022,708.2857142857143,-50.28571428571429
